id,Dir_A,Dir_B,Dir_C,Trx_Cod1_Cd_1,Trx_Cod1_Cd_2,Trx_Cod1_Cd_3,Trx_Cod2_Cd,B_amt_min,B_amt_max,B_amt_mean,B_amt_count,C_amt_min,C_amt_max,C_amt_mean,C_amt_count,midnight,morning,afternoon,night,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
U7A4BAD,0,0,3,0,0,0,208,-15000.0,-15000.0,-15000.0,1,7400.0,10000.0,8700.0,2,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0
U1E9240,17,0,0,0,0,0,208,-60000.0,-29.0,-21859.666666666668,6,0.78,68000.0,9610.73090909091,11,4,2,5,6,0,0,0,0,6,11,0,0,0,0,0,0
UDA8E28,18,0,0,0,0,0,308,-34000.0,-7800.0,-14083.208000000002,5,0.68,30000.0,6115.8115384615385,13,4,7,3,4,0,0,0,0,9,9,0,0,0,0,0,0
UE2EC3C,3,0,0,0,0,0,134,-3.0,-3.0,-3.0,2,6.16,6.16,6.16,1,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
UCEC228,15,0,0,0,0,0,302,-80000.0,-1000.0,-23071.428571428572,7,27.5,50000.0,16724.465,8,1,6,7,1,0,0,0,0,8,7,0,0,0,0,0,0
UB67E38,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.04,0.04,0.04,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UF09E80,2,0,0,0,0,0,204,0.0,0.0,0.0,0,0.07,20.12,10.095,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
UE6CE39,6,0,0,0,0,0,134,-1769.0,-3.0,-493.75,4,13.71,6100.0,3056.855,2,3,2,1,0,0,0,0,0,2,4,0,0,0,0,0,0
UB388CC,143,0,0,0,0,0,213,-7500.0,-0.2,-233.92190476190476,84,0.01,5564.77,336.2794915254238,59,17,22,54,50,0,0,0,0,51,92,0,0,0,0,0,0
UF19289,118,0,0,0,0,0,136,-112.4,-0.86,-15.195463917525773,97,0.01,499.5,66.57476190476191,21,6,40,60,12,0,0,0,0,96,22,0,0,0,0,0,0
U53D30F,40,0,0,0,0,0,102,-1661.37,-3.0,-171.885,38,3.71,73.84,38.775,2,5,9,20,6,0,0,0,0,35,5,0,0,0,0,0,0
UF570A0,21,0,0,0,0,0,132,-391.0,-3.0,-58.083888888888886,18,0.16,1200.0,486.3866666666667,3,1,5,10,5,0,0,0,0,12,9,0,0,0,0,0,0
UB8BFA9,3,0,0,0,0,0,134,-1.0,-1.0,-1.0,2,1.39,1.39,1.39,1,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
UA791AC,2,0,0,0,0,0,206,-4500.0,-4500.0,-4500.0,1,4500.0,4500.0,4500.0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
UC53898,45,0,1,0,0,0,301,-37000.0,-10.0,-3646.4816666666666,24,0.31,20000.0,3978.4281818181817,22,1,10,22,13,0,0,0,0,17,29,0,0,0,0,0,0
U5DBAF3,7,0,0,0,0,0,116,-187.28,-7.04,-84.49000000000001,4,0.01,188.0,107.67,3,1,3,2,1,0,0,0,0,2,5,0,0,0,0,0,0
U09B9E7,244,0,0,0,0,0,132,-50000.0,-0.01,-684.1575376884421,199,0.61,50000.0,3023.988888888889,45,9,51,75,109,0,0,0,0,141,103,0,0,0,0,0,0
U45FF99,374,0,0,0,0,0,308,-3000.0,-3.0,-347.4148908296943,229,0.05,10000.0,553.8677241379311,145,37,66,154,117,0,0,0,0,78,296,0,0,0,0,0,0
U0BBC3E,20,0,0,0,0,0,213,-2221.42,-2.0,-657.8075,12,0.82,3060.0,987.1575,8,3,10,3,4,0,0,0,0,8,12,0,0,0,0,0,0
UB2DD5B,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.01,0.01,0.01,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
U664CF0,61,0,0,0,0,0,132,-2200.0,-1.0,-108.95127272727272,55,0.5,2900.0,975.9,6,1,23,27,10,0,0,0,0,25,36,0,0,0,0,0,0
U1346EA,7,0,0,0,0,0,136,-1.0,-1.0,-1.0,6,9.0,9.0,9.0,1,5,1,1,0,0,0,0,0,3,4,0,0,0,0,0,0
UDD8249,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.04,0.04,0.04,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UD6D172,8,0,0,0,0,0,134,-5700.0,-3.0,-1089.3333333333333,6,0.57,6579.0,3289.785,2,3,2,3,0,0,0,0,0,4,4,0,0,0,0,0,0
U85E659,5,0,0,0,0,0,213,0.0,0.0,0.0,0,1.21,4228.89,1706.02,5,1,1,2,1,0,0,0,0,2,3,0,0,0,0,0,0
UBD635A,0,2,0,0,0,0,134,-100.0,-100.0,-100.0,1,100.0,100.0,100.0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
UF91860,117,0,1,0,0,0,132,-5479.3,-2.5,-151.42177570093457,107,0.34,2600.0,1355.049090909091,11,4,32,40,42,0,0,0,0,99,19,0,0,0,0,0,0
UA7D83C,19,0,0,0,0,0,208,-1000000.0,-615.0,-327887.875,8,29.64,900000.0,184658.67,11,2,10,7,0,0,0,0,0,2,17,0,0,0,0,0,0
U3897D9,0,0,2,0,0,0,208,0.0,0.0,0.0,0,4088.0,18240.0,11164.0,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
U3559B6,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.03,0.03,0.03,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
U9358A4,15,0,0,0,0,0,308,-16956.0,-1482.0,-6981.851428571428,7,0.46,16955.7,6105.57375,8,1,2,6,6,0,0,0,0,8,7,0,0,0,0,0,0
U2E7F16,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.01,0.01,0.01,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
U7C0A5D,9,0,0,0,0,0,132,-1500.0,-7.0,-278.375,6,69.9,1500.0,556.6333333333333,3,0,4,0,5,0,0,0,0,8,1,0,0,0,0,0,0
UB25043,63,0,0,0,0,0,308,-3000.0,-1.0,-411.20177777777775,45,20.0,3000.0,1029.4222222222222,18,0,41,20,2,0,0,0,0,38,25,0,0,0,0,0,0
UA9ACB5,1,0,0,0,0,0,204,0.0,0.0,0.0,0,1.01,1.01,1.01,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
U344BE1,1,0,0,0,0,0,134,-1.48,-1.48,-1.48,1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
U1C8F8E,5,0,0,0,0,0,117,-44.0,-16.0,-26.333333333333332,3,0.01,77.41,38.71,2,1,0,2,2,0,0,0,0,4,1,0,0,0,0,0,0
U8577F9,0,5,0,0,0,0,309,-5.0,-5.0,-5.0,2,5.0,3100.77,1062.0566666666666,3,2,1,2,0,0,0,0,0,1,4,0,0,0,0,0,0
U29144B,0,6,0,0,0,0,309,0.0,0.0,0.0,0,55.53,20000.0,5526.255,6,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0
U37683A,7,0,0,0,0,0,132,-5000000.0,-5000000.0,-5000000.0,3,375.5,5000000.0,3750093.875,4,1,3,3,0,0,0,0,0,6,1,0,0,0,0,0,0
U5BFD05,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.15,0.15,0.15,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UD5C66F,9,0,0,0,0,0,308,-60.0,-1.0,-22.875,8,0.04,0.04,0.04,1,1,0,0,8,0,0,0,0,8,1,0,0,0,0,0,0
UDCAA41,42,0,0,0,0,0,213,-9727.21,-0.01,-5884.286,5,3.34,5000.0,722.1170270270271,37,4,22,11,5,0,0,0,0,22,20,0,0,0,0,0,0
U421520,146,0,0,0,0,0,132,-13827.0,-1.0,-591.2490551181103,127,1.0,30000.0,3803.5789473684213,19,5,34,79,28,0,0,0,0,84,62,0,0,0,0,0,0
U691D93,5,1,0,0,0,0,133,-5000.0,-1000.0,-2333.3333333333335,3,1.05,6518.8,2583.81,3,1,0,5,0,0,0,0,0,2,4,0,0,0,0,0,0
U97C2CF,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.06,0.06,0.06,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UA112FD,139,0,0,0,0,0,132,-4000.0,-2.7,-284.42962616822433,107,2.29,8994.6,1103.866875,32,16,25,47,51,0,0,0,0,61,78,0,0,0,0,0,0
UE76DA7,9,0,0,0,0,0,132,-200.0,-4.0,-108.0,5,0.88,3000.0,970.22,4,2,1,2,4,0,0,0,0,1,8,0,0,0,0,0,0
UF51621,96,0,0,0,0,0,213,-10000.0,-0.01,-1643.604375,48,0.02,38000.0,1654.069166666667,48,4,19,49,24,0,0,0,0,60,36,0,0,0,0,0,0
U1524FF,3,0,0,0,0,0,134,-3.0,-3.0,-3.0,2,0.02,0.02,0.02,1,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
U76D41C,14,0,0,0,0,0,307,-150.0,-2.88,-14.196923076923074,13,0.18,0.18,0.18,1,1,8,2,3,0,0,0,0,1,13,0,0,0,0,0,0
U31ED10,0,3,0,0,0,0,309,-5.0,-5.0,-5.0,1,1000.0,1000.0,1000.0,2,1,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0
U252331,5,0,0,0,0,0,204,-170000.0,-1860.2,-85930.1,2,4.6,170000.0,57283.26,3,1,2,2,0,0,0,0,0,4,1,0,0,0,0,0,0
UDF5375,3,0,0,0,0,0,308,-5000.0,-20.0,-2510.0,2,3.28,3.28,3.28,1,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0
U1D263C,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.02,0.02,0.02,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UBE9FA0,3,0,0,0,0,0,134,-3.0,-3.0,-3.0,2,0.73,0.73,0.73,1,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
U5A83C1,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.05,0.05,0.05,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
U30CD62,57,0,0,0,0,0,301,-50000.0,-0.05,-3116.9966666666674,36,1.27,50000.0,5329.776666666668,21,2,13,24,18,0,0,0,0,38,19,0,0,0,0,0,0
UE9770D,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.02,0.02,0.02,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
U551AFA,95,0,0,0,0,0,308,-2000.0,-0.01,-289.6559677419355,62,0.01,3000.0,544.2021212121213,33,12,15,40,28,0,0,0,0,53,42,0,0,0,0,0,0
U327809,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.01,0.01,0.01,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
U7BAEBE,31,4,0,0,0,0,131,-961.0,-24.0,-240.16736842105266,19,0.08,3000.0,634.0125,16,13,6,1,15,0,0,0,0,30,5,0,0,0,0,0,0
U269F02,0,2,0,0,0,0,309,0.0,0.0,0.0,0,1952.54,2183.12,2067.83,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0
U75D565,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.08,0.08,0.08,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
U495EE2,0,0,2,0,0,0,208,0.0,0.0,0.0,0,4181.0,78919.0,41550.0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0
U15F5AA,414,0,0,0,0,0,132,-20000.0,-0.01,-2757.026208530806,211,0.01,20102.92,2860.6661576354677,203,1,270,91,52,0,0,0,0,226,188,0,0,0,0,0,0
UF7290D,68,0,0,0,0,0,132,-120139.2,-3.0,-2946.371071428571,56,8.16,100000.0,13643.805,12,4,16,24,24,0,0,0,0,40,28,0,0,0,0,0,0
UD795CE,471,1,0,0,0,0,132,-2000.0,-0.01,-59.337080745341616,322,0.01,2000.0,127.38186666666665,150,147,78,112,135,0,0,0,0,176,296,0,0,0,0,0,0
UD75090,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.08,0.08,0.08,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
U3E752E,0,1,0,0,0,0,209,0.0,0.0,0.0,0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UDEDCF2,72,0,0,0,0,0,111,-7000.0,-0.01,-394.9503174603174,63,0.04,11818.82,2765.03,9,7,12,20,33,0,0,0,0,44,28,0,0,0,0,0,0
U3D598C,14,0,0,0,0,0,132,-1385.0,-3.0,-518.5090909090909,11,0.3,3000.0,1833.0333333333335,3,1,6,6,1,0,0,0,0,9,5,0,0,0,0,0,0
UBC7DD4,0,0,1,0,0,0,208,0.0,0.0,0.0,0,4990.11,4990.11,4990.11,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
UD3A845,221,0,0,0,0,0,132,-2600.0,-2.0,-151.10070588235294,170,0.6,4070.0,504.50686274509803,51,3,53,68,97,0,0,0,0,111,110,0,0,0,0,0,0
U4325C8,5,0,0,0,0,0,134,-10500.0,-3.0,-3502.0,3,0.29,10532.86,5266.575000000001,2,3,0,2,0,0,0,0,0,3,2,0,0,0,0,0,0
U6DFFAB,1,0,0,0,0,0,204,0.0,0.0,0.0,0,40.54,40.54,40.54,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
U97318C,144,0,2,0,0,0,132,-49000.0,-2.0,-1738.0185840707966,113,2.19,34486.0,6276.515454545455,33,10,61,43,32,0,0,0,0,50,96,0,0,0,0,0,0
UE02721,12,0,0,0,0,0,111,-3000.0,-1.0,-484.40000000000003,7,7.61,10000.0,3641.322,5,1,5,4,2,0,0,0,0,9,3,0,0,0,0,0,0
UD7D4BE,81,0,0,0,0,0,111,-1500.0,-1.0,-91.02961538461538,78,4.18,4257.48,2665.713333333333,3,2,18,24,37,0,0,0,0,36,45,0,0,0,0,0,0
U5618A9,10,0,0,0,0,0,204,-30000.0,-3.0,-10002.0,3,2.55,40000.0,7129.958571428571,7,3,2,1,4,0,0,0,0,3,7,0,0,0,0,0,0
U7FA5F5,1,0,0,0,0,0,135,-0.13,-0.13,-0.13,1,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
U0B166A,4,0,0,0,0,0,302,-300000.0,-220000.0,-260000.0,2,8.73,520839.43,260424.08,2,1,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0
UEE6AFA,1,0,0,0,0,0,204,0.0,0.0,0.0,0,39.2,39.2,39.2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
U48764B,2,0,0,0,0,0,135,-10.89,-10.89,-10.89,1,0.09,0.09,0.09,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
U3CFBA1,2,0,0,0,0,0,118,-0.01,-0.01,-0.01,1,1.0,1.0,1.0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
U1ACDD7,0,29,0,0,0,0,134,-1666.64,-5.0,-242.77923076923076,26,2.0,6165.0,2920.693333333333,3,2,1,18,8,0,0,0,0,9,20,0,0,0,0,0,0
U3BA53E,10,0,1,0,0,0,308,-10000.0,-85.0,-2397.965,8,1.01,11629.88,7082.926666666665,3,1,2,4,4,0,0,0,0,5,6,0,0,0,0,0,0
UBEC10B,6,0,0,0,0,0,136,-900.0,-500.0,-766.6666666666666,3,0.01,1800.0,766.6700000000001,3,1,0,3,2,0,0,0,0,5,1,0,0,0,0,0,0
UD55227,29,0,0,0,0,0,132,-2665.0,-5.0,-264.25,24,0.01,2665.0,1268.502,5,8,4,5,12,0,0,0,0,2,27,0,0,0,0,0,0
U351C8D,0,0,4,0,0,0,136,-100.0,-10.0,-45.5025,4,0.0,0.0,0.0,0,0,1,2,1,0,0,0,0,3,1,0,0,0,0,0,0
U774EB8,13,0,0,0,0,0,308,-5500.0,-400.0,-2366.625,8,1.86,7544.41,5031.854000000001,5,1,7,3,2,0,0,0,0,3,10,0,0,0,0,0,0
UE2416B,27,0,16,0,0,0,308,-1000.0,-18.0,-285.8888888888889,18,0.19,1000.0,239.2868,25,10,4,22,7,0,0,0,0,24,19,0,0,0,0,0,0
UF32A47,13,0,0,0,0,0,201,-10000.0,-3.0,-2102.241666666667,6,6.65,13648.87,4435.708571428571,7,3,1,9,0,0,0,0,0,3,10,0,0,0,0,0,0
UF2EED9,482,0,0,0,0,0,136,-2050.0,-1.0,-155.72397014925372,335,0.11,4296.03,354.4755102040816,147,86,102,114,180,0,0,0,0,158,324,0,0,0,0,0,0
U583928,1,0,0,0,0,0,308,-0.8,-0.8,-0.8,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UA9B31F,129,0,0,0,0,0,132,-234.28,-0.9,-20.88064,125,0.01,1000.0,500.0575,4,16,22,47,44,0,0,0,0,84,45,0,0,0,0,0,0
U58C86E,1,13,0,0,0,0,309,-2755.8,-6.97,-568.7420000000001,10,6.97,5485.2,1553.6625,4,0,1,6,7,0,0,0,0,14,0,0,0,0,0,0,0
UCA16DD,0,0,1,0,0,0,208,0.0,0.0,0.0,0,3168.0,3168.0,3168.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
U253B63,175,0,0,0,0,0,213,-8482.11,-4.0,-711.0220238095238,84,0.25,8600.0,657.9982417582418,91,7,36,79,53,0,0,0,0,61,114,0,0,0,0,0,0
U88A96A,0,0,7,0,0,0,136,-218.39,-5.53,-42.469999999999985,7,0.0,0.0,0.0,0,0,5,0,2,0,0,0,0,3,4,0,0,0,0,0,0
UEC64AD,30,0,0,0,0,0,136,-10000.0,-5.0,-959.7195454545455,22,2.19,10000.0,2508.925,8,2,6,4,18,0,0,0,0,20,10,0,0,0,0,0,0
UDD7B66,1,0,0,0,0,0,204,0.0,0.0,0.0,0,1.37,1.37,1.37,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
U28E3A9,14,0,0,0,0,0,307,-7000.0,-29.0,-2147.6666666666665,9,0.2,6986.72,3864.7300000000005,5,1,7,3,3,0,0,0,0,2,12,0,0,0,0,0,0
U00BD2D,2,0,0,0,0,0,213,-250.0,-250.0,-250.0,1,250.0,250.0,250.0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
U0274E7,1,0,1,0,0,0,308,-0.3,-0.3,-0.3,1,0.3,0.3,0.3,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
U23DFEF,76,0,0,0,0,0,102,-2400.0,-1.0,-195.15097222222224,72,3.89,6645.0,4028.2225,4,1,17,37,21,0,0,0,0,52,24,0,0,0,0,0,0
U044DB9,9,0,0,0,0,0,308,-2500.0,-100.0,-1357.0,5,0.27,3309.05,1618.1350000000002,4,1,4,0,4,0,0,0,0,4,5,0,0,0,0,0,0
U415734,259,0,0,0,0,0,132,-40000.0,-1.0,-625.5267932489451,237,3.77,40000.0,6261.402272727273,22,2,82,90,85,0,0,0,0,155,104,0,0,0,0,0,0
U41C12C,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.02,0.02,0.02,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
U39AA5F,36,0,0,0,0,0,308,-200000.0,-8.0,-49584.98789473684,19,0.29,200000.0,55418.51588235294,17,4,22,8,2,0,0,0,0,11,25,0,0,0,0,0,0
U238F6B,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.22,0.22,0.22,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UF63464,65,0,0,0,0,0,132,-10335.54,-0.01,-443.62583333333333,60,47.18,13000.0,4669.638000000001,5,2,21,18,24,0,0,0,0,27,38,0,0,0,0,0,0
U4BF7F9,17,0,0,0,0,0,213,-4100.0,-10.0,-845.67125,8,0.23,4100.0,687.491111111111,9,4,1,8,4,0,0,0,0,10,7,0,0,0,0,0,0
UFA79A8,22,0,0,0,0,0,208,-10000.0,-260.0,-3881.0,8,42.44,20000.0,5329.431428571429,14,4,13,1,4,0,0,0,0,11,11,0,0,0,0,0,0
U34B17F,26,0,0,0,0,0,302,-50000.0,-4.65,-14710.225833333332,12,3.99,50000.0,12608.765000000001,14,2,9,10,5,0,0,0,0,8,18,0,0,0,0,0,0
U35BAB0,3,0,0,0,0,0,134,-3.0,-3.0,-3.0,2,0.59,0.59,0.59,1,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
UFC8796,3,0,0,0,0,0,132,-50000.0,-50000.0,-50000.0,1,2.21,50000.0,25001.105,2,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0
UF2ADF0,1,0,0,0,0,0,204,0.0,0.0,0.0,0,0.01,0.01,0.01,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UF20641,53,0,0,0,0,0,308,-35216.5,-100.0,-4098.416206896552,29,0.98,35216.5,4522.551666666667,24,2,20,16,15,0,0,0,0,31,22,0,0,0,0,0,0
